shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color_1,color_2,color_3,color_4,color_5
GO RUN SUPERSONIC,"4,199.00",,https://www.skechers.in/go-run-supersonic/172031-PNK.html,women,6,4.7,172031-PNK,,,,60.0,5.0,4,skechers,WWWHITE,MMAUVE,CHARCOAL/PINK,PPINK,
GO RUN SUPERSONIC,"4,199.00",,https://www.skechers.in/go-run-supersonic/172031-PNK.html,women,6,4.7,172031-SLT,,,,60.0,5.0,5,skechers,WWWHITE,MMAUVE,CHARCOAL/PINK,PPINK,SLATE
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-WHP.html,women,9,4.7,128079-WMLT,,,,60.0,0.0,1,skechers,,,,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-WHP.html,women,9,4.7,128079-BKMT,,,,60.0,0.0,2,skechers,WHITE/MULTI,BLACK/MULTI,,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-WHP.html,women,9,4.7,128079-WHP,,,,60.0,1.0,3,skechers,WHITE/MULTI,BLACK/MULTI,WHITE/HOT PINK,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-WHP.html,women,9,4.7,128079-HPK,,,,60.0,1.0,4,skechers,WHITE/MULTI,BLACK/MULTI,WHITE/HOT PINK,HOT PINK,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-HPK.html,women,9,4.7,128079-WMLT,,,,60.0,0.0,1,skechers,,,,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-HPK.html,women,9,4.7,128079-BKMT,,,,60.0,0.0,2,skechers,WHITE/MULTI,BLACK/MULTI,,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-HPK.html,women,9,4.7,128079-WHP,,,,60.0,1.0,3,skechers,WHITE/MULTI,BLACK/MULTI,WHITE/HOT PINK,,
GO RUN PULSE - OPERATE,"3,599.00",,https://www.skechers.in/go-run-pulse---operate/128079-HPK.html,women,9,4.7,128079-HPK,,,,60.0,2.0,4,skechers,WHITE/MULTI,BLACK/MULTI,WHITE/HOT PINK,HOT PINK,
GO WALK ARCH FIT - DELORA,"4,499.00",,https://www.skechers.in/go-walk-arch-fit---delora/124418-NVY.html,women,11,4.5,124418-MVE,,,,60.0,0.0,1,skechers,,,,,
GO WALK ARCH FIT - DELORA,"4,499.00",,https://www.skechers.in/go-walk-arch-fit---delora/124418-NVY.html,women,11,4.5,124418-NVY,,,,60.0,1.0,2,skechers,MMAUVE,NNNAVY,,,
GO WALK ARCH FIT - DELORA,"4,499.00",,https://www.skechers.in/go-walk-arch-fit---delora/124418-NVY.html,women,11,4.5,124418-TPE,,,,60.0,0.0,3,skechers,MMAUVE,NNNAVY,TTAUPE,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-ROS.html,women,40,4.3,177102-NVY,,,,60.0,1.0,1,skechers,,,,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-ROS.html,women,40,4.3,177102-ROS,,,,60.0,1.0,2,skechers,NNNAVY,ROSE,,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-ROS.html,women,40,4.3,177102-LTPK,,,,60.0,0.0,3,skechers,NNNAVY,ROSE,LLLIGHT PINK,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-NVY.html,women,40,4.3,177102-NVY,,,,60.0,2.0,1,skechers,,,,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-NVY.html,women,40,4.3,177102-ROS,,,,60.0,1.0,2,skechers,NNNAVY,ROSE,,,
UNO - EVERYWEAR,"6,999.00",,https://www.skechers.in/uno---everywear/177102-NVY.html,women,40,4.3,177102-LTPK,,,,60.0,1.0,3,skechers,NNNAVY,ROSE,LLLIGHT PINK,,
MALAGA - ELENA,"6,999.00",,https://www.skechers.in/malaga---elena/133267-BLK.html,women,4,4.3,133267-BLK,,,,60.0,3.0,1,skechers,,,,,
MALAGA - ELENA,"6,999.00",,https://www.skechers.in/malaga---elena/133267-BLK.html,women,4,4.3,133267-TURQ,,,,60.0,2.0,2,skechers,BBBBLACK,TURQUOISE,,,
MAX CUSHIONING ARCH FIT - SWI,"5,999.00",,https://www.skechers.in/max-cushioning-arch-fit---swi/128923-WAQ.html,women,19,4.5,128923-NVPK,,,,60.0,1.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - SWI,"5,999.00",,https://www.skechers.in/max-cushioning-arch-fit---swi/128923-WAQ.html,women,19,4.5,128923-WAQ,,,,60.0,1.0,2,skechers,NAVY/PINK,WHITE/AQUA,,,
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-WMLT.html,women,9,4.6,113613-WMLT,,,,60.0,2.0,1,skechers,,,,,
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-WMLT.html,women,9,4.6,113613-BKW,,,,60.0,2.0,2,skechers,WHITE/MULTI,BLACK/WHITE,,,
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-WMLT.html,women,9,4.6,113613-BKMT,,,,60.0,1.0,3,skechers,WHITE/MULTI,BLACK/WHITE,BLACK/MULTI,,
VIRTUE-KIND FAVOR,"5,499.00",,https://www.skechers.in/virtue-kind-favor/104412-GYBL.html,women,4,4.3,104412-GYBL,,,,60.0,4.0,1,skechers,,,,,
VIRTUE-KIND FAVOR,"5,499.00",,https://www.skechers.in/virtue-kind-favor/104412-GYBL.html,women,4,4.3,104412-MVE,,,,60.0,4.0,2,skechers,GREY/BLUE,MMAUVE,,,
VIRTUE-KIND FAVOR,"5,499.00",,https://www.skechers.in/virtue-kind-favor/104412-GYBL.html,women,4,4.3,104412-NVLV,,,,60.0,1.0,3,skechers,GREY/BLUE,MMAUVE,NAVY/LAVENDER,,
VIRTUE-KIND FAVOR,"5,499.00",,https://www.skechers.in/virtue-kind-favor/104412-GYBL.html,women,4,4.3,104412-TPPK,,,,60.0,1.0,4,skechers,GREY/BLUE,MMAUVE,NAVY/LAVENDER,TAUPE/PINK,
MALAGA - ELENA,"6,999.00",,https://www.skechers.in/malaga---elena/133267-TURQ.html,women,4,4.3,133267-BLK,,,,60.0,2.0,1,skechers,,,,,
MALAGA - ELENA,"6,999.00",,https://www.skechers.in/malaga---elena/133267-TURQ.html,women,4,4.3,133267-TURQ,,,,60.0,4.0,2,skechers,BBBBLACK,TURQUOISE,,,
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-YEL,,,,60.0,5.0,1,skechers,,,,,
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-LAV,,,,60.0,4.0,2,skechers,YELLOW,LAVENDER,,,
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-BKGY,,,,60.0,0.0,3,skechers,YELLOW,LAVENDER,BLACK/GREY,,
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-HPK,,,,60.0,0.0,4,skechers,YELLOW,LAVENDER,BLACK/GREY,HOT PINK,
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-MVE,,,,60.0,0.0,5,skechers,YELLOW,LAVENDER,BLACK/GREY,HOT PINK,MMAUVE
GO WALK 5 - TRENDY,"6,999.00",,https://www.skechers.in/go-walk-5---trendy/15952-YEL.html,women,274,4.7,15952-NVW,,,,60.0,0.0,6,skechers,YELLOW,LAVENDER,BLACK/GREY,HOT PINK,MMAUVE
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-BKW.html,women,9,4.6,113613-WMLT,,,,60.0,2.0,1,skechers,,,,,
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-BKW.html,women,9,4.6,113613-BKW,,,,60.0,4.0,2,skechers,WHITE/MULTI,BLACK/WHITE,,,
POP UPS 2-LOVE & SUMMER,"3,799.00",,https://www.skechers.in/pop-ups-2-love-and-summer/113613-BKW.html,women,9,4.6,113613-BKMT,,,,60.0,1.0,3,skechers,WHITE/MULTI,BLACK/WHITE,BLACK/MULTI,,
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-MULT,,,,60.0,0.0,1,skechers,,,,,
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-YEL,,,,60.0,4.0,2,skechers,MMULTI,YELLOW,,,
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-DKNV,,,,60.0,1.0,3,skechers,MMULTI,YELLOW,DARK NAVY,,
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-MVE,,,,60.0,2.0,4,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-BLU,,,,60.0,0.0,5,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,BLUE
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-LAV,,,,60.0,0.0,6,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,BLUE
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-NVY,,,,60.0,0.0,7,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,BLUE
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-ROS,,,,60.0,0.0,8,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,BLUE
ULTRA FLEX - HARMONIOUS,"5,999.00",,https://www.skechers.in/ultra-flex---harmonious/13106-YEL.html,women,752,4.7,13106-TPE,,,,60.0,0.0,9,skechers,MMULTI,YELLOW,DARK NAVY,MMAUVE,BLUE
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-NVY.html,women,23,4.7,149991-PLUM,,,,60.0,1.0,1,skechers,,,,,
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-NVY.html,women,23,4.7,149991-NVY,,,,60.0,2.0,2,skechers,PLUM,NNNAVY,,,
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-NVY.html,women,23,4.7,149991-GRY,,,,60.0,0.0,3,skechers,PLUM,NNNAVY,GREY,,
BEACH BINGO - KITTY CRUISER,"3,799.00",,https://www.skechers.in/beach-bingo---kitty-cruiser/33366-MLT.html,women,87,4.9,33366-MLT,,,,60.0,5.0,1,skechers,,,,,
GO RUN PULSE - ROADIE,"6,499.00",,https://www.skechers.in/go-run-pulse---roadie/128657-PKHP.html,women,1,5,128657-PKHP,,,,60.0,2.0,1,skechers,,,,,
GO RUN PULSE - ROADIE,"6,499.00",,https://www.skechers.in/go-run-pulse---roadie/128657-PKHP.html,women,1,5,128657-WMLT,,,,60.0,2.0,2,skechers,PINK/HOT PINK,WHITE/MULTI,,,
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-PLUM.html,women,23,4.7,149991-PLUM,,,,60.0,1.0,1,skechers,,,,,
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-PLUM.html,women,23,4.7,149991-NVY,,,,60.0,1.0,2,skechers,PLUM,NNNAVY,,,
SKECH-LITE PRO-PERFECT TIME,"5,999.00",,https://www.skechers.in/skech-lite-pro-perfect-time/149991-PLUM.html,women,23,4.7,149991-GRY,,,,60.0,0.0,3,skechers,PLUM,NNNAVY,GREY,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-MVE.html,women,3,4.7,172045-BKW,,,,60.0,1.0,1,skechers,,,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-MVE.html,women,3,4.7,172045-LTBL,,,,60.0,1.0,2,skechers,BLACK/WHITE,LLIGHT BLUE,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-MVE.html,women,3,4.7,172045-MVE,,,,60.0,1.0,3,skechers,BLACK/WHITE,LLIGHT BLUE,MMAUVE,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-MVE.html,women,3,4.7,172045-NVPK,,,,60.0,1.0,4,skechers,BLACK/WHITE,LLIGHT BLUE,MMAUVE,NAVY/PINK,
UP-LIFTED,"4,799.00",,https://www.skechers.in/up-lifted/100453-TPE.html,women,27,3.6,100453-TPE,,,,60.0,3.0,1,skechers,,,,,
UP-LIFTED,"4,799.00",,https://www.skechers.in/up-lifted/100453-TPE.html,women,27,3.6,100453-NVY,,,,60.0,2.0,2,skechers,TTAUPE,NNNAVY,,,
D'LUX FITNESS-NEW MOXIE,"8,499.00",,https://www.skechers.in/d-lux-fitness-new-moxie/149838-NVMT.html,women,4,4.8,149838-BKMT,,,,60.0,1.0,1,skechers,,,,,
D'LUX FITNESS-NEW MOXIE,"8,499.00",,https://www.skechers.in/d-lux-fitness-new-moxie/149838-NVMT.html,women,4,4.8,149838-NVMT,,,,60.0,1.0,2,skechers,BLACK/MULTI,NAVY/MULTI,,,
GO RUN RAZOR 4,"12,999.00",,https://www.skechers.in/go-run-razor-4/172075-PERI.html,women,8,4.9,172075-BKBL,,,,60.0,2.0,1,skechers,,,,,
GO RUN RAZOR 4,"12,999.00",,https://www.skechers.in/go-run-razor-4/172075-PERI.html,women,8,4.9,172075-PERI,,,,60.0,2.0,2,skechers,BLACK/BLUE,PERIWINKLE,,,
GO WALK SMART 2 - CHERLIN,"3,599.00",,https://www.skechers.in/go-walk-smart-2---cherlin/124334-TPE.html,women,59,4.7,124334-DKGR,,,,60.0,0.0,1,skechers,,,,,
GO WALK SMART 2 - CHERLIN,"3,599.00",,https://www.skechers.in/go-walk-smart-2---cherlin/124334-TPE.html,women,59,4.7,124334-MVE,,,,60.0,0.0,2,skechers,DARK GREEN,MMAUVE,,,
GO WALK SMART 2 - CHERLIN,"3,599.00",,https://www.skechers.in/go-walk-smart-2---cherlin/124334-TPE.html,women,59,4.7,124334-NVY,,,,60.0,3.0,3,skechers,DARK GREEN,MMAUVE,NNNAVY,,
GO WALK SMART 2 - CHERLIN,"3,599.00",,https://www.skechers.in/go-walk-smart-2---cherlin/124334-TPE.html,women,59,4.7,124334-TPE,,,,60.0,4.0,4,skechers,DARK GREEN,MMAUVE,NNNAVY,TTAUPE,
MAX CUSHIONING ARCH FIT - MYR,"5,399.00",,https://www.skechers.in/max-cushioning-arch-fit---myr/128307-GYPK.html,women,22,4.1,128307-NVLV,,,,80.0,3.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - MYR,"5,399.00",,https://www.skechers.in/max-cushioning-arch-fit---myr/128307-GYPK.html,women,22,4.1,128307-GYPK,,,,80.0,4.0,2,skechers,NAVY/LAVENDER,GREY/PINK,,,
GO RUN RAZOR 4,"12,999.00",,https://www.skechers.in/go-run-razor-4/172075-BKBL.html,women,8,4.9,172075-BKBL,,,,60.0,3.0,1,skechers,,,,,
GO RUN RAZOR 4,"12,999.00",,https://www.skechers.in/go-run-razor-4/172075-BKBL.html,women,8,4.9,172075-PERI,,,,60.0,2.0,2,skechers,BLACK/BLUE,PERIWINKLE,,,
SEPULVEDA 2.0 - SUMMER SHEEN,"5,999.00",,https://www.skechers.in/sepulveda-2.0---summer-sheen/100160-GRY.html,women,44,3.6,100160-TPE,,,,80.0,0.0,1,skechers,,,,,
SEPULVEDA 2.0 - SUMMER SHEEN,"5,999.00",,https://www.skechers.in/sepulveda-2.0---summer-sheen/100160-GRY.html,women,44,3.6,100160-GRY,,,,80.0,1.0,2,skechers,TTAUPE,GREY,,,
UNO 2 - SIGNATURE,"9,999.00",,https://www.skechers.in/uno-2---signature/155226-MLT.html,women,22,4.7,155226-MLT,,,,60.0,2.0,1,skechers,,,,,
SKECH-AIR ELEmenT 2.0-AMUSE M,"8,999.00",,https://www.skechers.in/skech-air-element-2.0-amuse-m/149670-WPBK.html,women,8,4.3,149670-GYYB,,,,60.0,3.0,1,skechers,,,,,
SKECH-AIR ELEmenT 2.0-AMUSE M,"8,999.00",,https://www.skechers.in/skech-air-element-2.0-amuse-m/149670-WPBK.html,women,8,4.3,149670-WPBK,,,,60.0,3.0,2,skechers,GREY/YELLOW/BLUE,WWWHITE/PINK/BLUE,,,
ARCH FIT BEVERLEE-ALWAYS CLAS,"3,599.00",,https://www.skechers.in/arch-fit-beverlee-always-clas/119548-PEW.html,women,16,3.6,119548-PEW,,,,80.0,5.0,1,skechers,,,,,
ARCH FIT BEVERLEE-ALWAYS CLAS,"3,599.00",,https://www.skechers.in/arch-fit-beverlee-always-clas/119548-PEW.html,women,16,3.6,119548-RSGD,,,,80.0,5.0,2,skechers,PEWTER,ROSE GOLD,,,
POPPY - GARDEN WALK,"4,999.00",,https://www.skechers.in/poppy---garden-walk/155483-MVE.html,women,51,4.5,155483-MVE,,,,60.0,2.0,1,skechers,,,,,
POPPY - GARDEN WALK,"4,999.00",,https://www.skechers.in/poppy---garden-walk/155483-MVE.html,women,51,4.5,155483-SLT,,,,60.0,0.0,2,skechers,MMAUVE,SLATE,,,
GO WALK 4 - GIFTED,"4,199.00",,https://www.skechers.in/go-walk-4---gifted/14918-BKW.html,women,75,4.2,14918-BKW,,,,60.0,2.0,1,skechers,,,,,
GO WALK ARCH FIT - IMAGINED,"7,499.00",,https://www.skechers.in/go-walk-arch-fit---imagined/124483-MVE.html,women,116,4.5,124483-BKTQ,,,,60.0,2.0,1,skechers,,,,,
GO WALK ARCH FIT - IMAGINED,"7,499.00",,https://www.skechers.in/go-walk-arch-fit---imagined/124483-MVE.html,women,116,4.5,124483-MVE,,,,60.0,2.0,2,skechers,BLACK/TURQUOISE,MMAUVE,,,
UPBEATS - BRIGHT COURT,"6,999.00",,https://www.skechers.in/upbeats---bright-court/155604-NPNK.html,women,14,4.1,155604-NPNK,,,,60.0,5.0,1,skechers,,,,,
UPBEATS - BRIGHT COURT,"6,999.00",,https://www.skechers.in/upbeats---bright-court/155604-NPNK.html,women,14,4.1,155604-NYEL,,,,60.0,5.0,2,skechers,NEON PINK,NEON/YELLOW,,,
D'LITES 4,"7,999.00",,https://www.skechers.in/d-lites-4/149498-LAV.html,women,14,4.9,149498-BKCL,,,,60.0,2.0,1,skechers,,,,,
D'LITES 4,"7,999.00",,https://www.skechers.in/d-lites-4/149498-LAV.html,women,14,4.9,149498-LAV,,,,60.0,2.0,2,skechers,BLACK/CORAL,LAVENDER,,,
VINYASA - HAPPY SPRING,"3,199.00",,https://www.skechers.in/vinyasa---happy-spring/119631-TPE.html,women,8,4.6,119631-BLK,,,,60.0,3.0,1,skechers,,,,,
VINYASA - HAPPY SPRING,"3,199.00",,https://www.skechers.in/vinyasa---happy-spring/119631-TPE.html,women,8,4.6,119631-TPE,,,,60.0,3.0,2,skechers,BBBBLACK,TTAUPE,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-LTBL.html,women,3,4.7,172045-BKW,,,,60.0,2.0,1,skechers,,,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-LTBL.html,women,3,4.7,172045-LTBL,,,,60.0,2.0,2,skechers,BLACK/WHITE,LLIGHT BLUE,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-LTBL.html,women,3,4.7,172045-MVE,,,,60.0,1.0,3,skechers,BLACK/WHITE,LLIGHT BLUE,MMAUVE,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-LTBL.html,women,3,4.7,172045-NVPK,,,,60.0,2.0,4,skechers,BLACK/WHITE,LLIGHT BLUE,MMAUVE,NAVY/PINK,
UPBEATS - RHYTHM,"7,999.00",,https://www.skechers.in/upbeats---rhythm/155228-BKMT.html,women,3,4.3,155228-WMLT,,,,60.0,3.0,1,skechers,,,,,
UPBEATS - RHYTHM,"7,999.00",,https://www.skechers.in/upbeats---rhythm/155228-BKMT.html,women,3,4.3,155228-BKMT,,,,60.0,3.0,2,skechers,WHITE/MULTI,BLACK/MULTI,,,
SUNNY STREET - UNICORNO AVE,"8,999.00",,https://www.skechers.in/sunny-street---unicorno-ave/155225-MLT.html,women,4,4.5,155225-MLT,,,,60.0,2.0,1,skechers,,,,,
GO WALK ARCH FIT - IMAGINED,"4,499.00",,https://www.skechers.in/go-walk-arch-fit---imagined/124483-BKTQ.html,women,116,4.5,124483-BKTQ,,,,60.0,2.0,1,skechers,,,,,
GO WALK ARCH FIT - IMAGINED,"4,499.00",,https://www.skechers.in/go-walk-arch-fit---imagined/124483-BKTQ.html,women,116,4.5,124483-MVE,,,,60.0,2.0,2,skechers,BLACK/TURQUOISE,MMAUVE,,,
BEACH BINGO - PUDDLE PALS,"3,799.00",,https://www.skechers.in/beach-bingo---puddle-pals/113179-NVMT.html,women,13,4.8,113179-NVMT,,,,60.0,6.0,1,skechers,,,,,
POP UPS - RIGHT TIME,"2,279.00",,https://www.skechers.in/pop-ups---right-time/119252-MNT.html,women,1,5,119252-MNT,,,,60.0,4.0,1,skechers,,,,,
POP UPS - RIGHT TIME,"2,279.00",,https://www.skechers.in/pop-ups---right-time/119252-MNT.html,women,1,5,119252-RED,,,,60.0,4.0,2,skechers,MINT,RRED,,,
SUNNY STREET - PRIMARY'S,"5,999.00",,https://www.skechers.in/sunny-street---primary-s/155418-YEL.html,women,10,3.6,155418-RED,,,,60.0,2.0,1,skechers,,,,,
SUNNY STREET - PRIMARY'S,"5,999.00",,https://www.skechers.in/sunny-street---primary-s/155418-YEL.html,women,10,3.6,155418-YEL,,,,60.0,2.0,2,skechers,RRED,YELLOW,,,
TOO COZY-CUTIE PUPZ,"4,999.00",,https://www.skechers.in/too-cozy-cutie-pupz/113691-CSNT.html,women,45,4.5,113691-CSNT,,,,60.0,3.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - MYR,"5,399.00",,https://www.skechers.in/max-cushioning-arch-fit---myr/128307-NVLV.html,women,22,4.1,128307-NVLV,,,,80.0,5.0,1,skechers,,,,,
MAX CUSHIONING ARCH FIT - MYR,"5,399.00",,https://www.skechers.in/max-cushioning-arch-fit---myr/128307-NVLV.html,women,22,4.1,128307-GYPK,,,,80.0,3.0,2,skechers,NAVY/LAVENDER,GREY/PINK,,,
MUNO,"8,999.00",,https://www.skechers.in/muno/155229-BKMT.html,women,1,5,155229-BKMT,,,,60.0,3.0,1,skechers,,,,,
GO WALK ARCH FIT - CRYSTAL WA,"6,299.00",,https://www.skechers.in/go-walk-arch-fit---crystal-wa/124882-TPPK.html,women,13,4.3,124882-TPPK,,,,60.0,4.0,1,skechers,,,,,
KEEPSAKES - ICE ANGEL,"4,499.00",,https://www.skechers.in/keepsakes---ice-angel/31204-MVE.html,women,1,3,31204-MVE,,,,60.0,2.0,1,skechers,,,,,
KEEPSAKES - ICE ANGEL,"4,499.00",,https://www.skechers.in/keepsakes---ice-angel/31204-MVE.html,women,1,3,31204-PNK,,,,60.0,2.0,2,skechers,MMAUVE,PPINK,,,
TAXI,"7,999.00",,https://www.skechers.in/taxi/167429-MUSH.html,women,20,4.6,167429-MUSH,,,,60.0,2.0,1,skechers,,,,,
MEDITATION,"2,449.00",,https://www.skechers.in/meditation/119655-BBK.html,women,52,4.8,119655-BBK,,,,60.0,4.0,1,skechers,,,,,
MEDITATION,"2,449.00",,https://www.skechers.in/meditation/119655-BBK.html,women,52,4.8,119655-RSGD,,,,60.0,3.0,2,skechers,BBLACK,ROSE GOLD,,,
MEDITATION,"2,449.00",,https://www.skechers.in/meditation/119655-RSGD.html,women,52,4.8,119655-BBK,,,,60.0,3.0,1,skechers,,,,,
MEDITATION,"2,449.00",,https://www.skechers.in/meditation/119655-RSGD.html,women,52,4.8,119655-RSGD,,,,60.0,4.0,2,skechers,BBLACK,ROSE GOLD,,,
CLEO - HONEYCOMB,"4,999.00",,https://www.skechers.in/cleo---honeycomb/44882-BLK.html,women,48,4.3,44882-DKTP,,,,60.0,1.0,1,skechers,,,,,
CLEO - HONEYCOMB,"4,999.00",,https://www.skechers.in/cleo---honeycomb/44882-BLK.html,women,48,4.3,44882-BLK,,,,60.0,2.0,2,skechers,DARK TAUPE,BBBBLACK,,,
FOOTSTEPS - BACK TO BASICS,"4,799.00",,https://www.skechers.in/footsteps---back-to-basics/111570-RED.html,women,19,4.8,111570-RED,,,,60.0,1.0,1,skechers,,,,,
FOOTSTEPS - BACK TO BASICS,"4,799.00",,https://www.skechers.in/footsteps---back-to-basics/111570-RED.html,women,19,4.8,111570-MVE,,,,60.0,0.0,2,skechers,RRED,MMAUVE,,,
KEEPSAKES - ICE ANGEL,"4,499.00",,https://www.skechers.in/keepsakes---ice-angel/31204-PNK.html,women,1,3,31204-MVE,,,,60.0,2.0,1,skechers,,,,,
KEEPSAKES - ICE ANGEL,"4,499.00",,https://www.skechers.in/keepsakes---ice-angel/31204-PNK.html,women,1,3,31204-PNK,,,,60.0,3.0,2,skechers,MMAUVE,PPINK,,,
BOBS SKIPPER WAV - GRAND LEAP,"8,499.00",,https://www.skechers.in/bobs-skipper-wav---grand-leap/114271-GRY.html,women,5,4.8,114271-GRY,,,,60.0,2.0,1,skechers,,,,,
BOBS SKIPPER WAV - GRAND LEAP,"8,499.00",,https://www.skechers.in/bobs-skipper-wav---grand-leap/114271-GRY.html,women,5,4.8,114271-CSNT,,,,60.0,0.0,2,skechers,GREY,CHESTNUT,,,
BOBS B FLEX HI-LEVELED GROUND,"6,499.00",,https://www.skechers.in/bobs-b-flex-hi-leveled-ground/117384-SLT.html,women,16,4.3,117384-RAS,,,,60.0,1.0,1,skechers,,,,,
BOBS B FLEX HI-LEVELED GROUND,"6,499.00",,https://www.skechers.in/bobs-b-flex-hi-leveled-ground/117384-SLT.html,women,16,4.3,117384-SLT,,,,60.0,2.0,2,skechers,RASPBERRY,SLATE,,,
GO WALK SPEED WALKER,"9,799.00",,https://www.skechers.in/go-walk-speed-walker/125103-BKLM.html,women,10,4.5,125103-NVLV,,,,60.0,6.0,1,skechers,,,,,
GO WALK SPEED WALKER,"9,799.00",,https://www.skechers.in/go-walk-speed-walker/125103-BKLM.html,women,10,4.5,125103-BKLM,,,,60.0,6.0,2,skechers,NAVY/LAVENDER,BLACK/LIME,,,
GO RUN RIDE 10,"12,999.00",,https://www.skechers.in/go-run-ride-10/172045-NVPK.html,women,3,4.7,172045-BKW,,,,60.0,3.0,1,skechers,,,,,
